"Includes Amazon Marketplace, Fulfilment by Amazon (FBA) and Amazon Webstore transactions"
"All amounts in AUD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the “Type” and “Description” columns for each order ID."
"date/time","settlement ID","type","order ID","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","sales tax collected","low value goods","selling fees","fulfilment by amazon fees","other transaction fees","other","total"
"25 Nov 2025 2:00:45 am GMT+9","12187095163","Order","250-1693959-9614260","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","LARA","VIC","3212","9.99","3.00","0","-3.00","0","0","-1.30","-6.72","0","0","1.97"
"25 Nov 2025 2:04:56 am GMT+9","12187095163","Order","503-6694832-0137450","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","2","amazon.com.au","Amazon","CROYDON PARK","NSW","2133","19.98","7.99","0","0","0","0","-2.60","-21.43","0","0","3.94"
"25 Nov 2025 2:19:33 am GMT+9","12187095163","Order","503-2291629-8500602","CCF-CSH-PrPzaCtr","Heavy Duty Pizza Cutter Rocker Blade with Cover – Premium Stainless Steel Pizza Slicer with Protective Sheath, Ergonomic Non-Slip Handle, Dishwasher","1","amazon.com.au","Amazon","STANTHORPE","QLD","4380","17.99","0","0","0","0","0","0","-8.40","0","0","9.59"
"25 Nov 2025 3:41:32 am GMT+9","12187095163","Order","250-0197239-2192602","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","WYNNUM WEST","QLD","4178","22.41","0","0","0","0","0","-2.91","-10.65","0","0","8.85"
"25 Nov 2025 5:36:33 am GMT+9","12187095163","Order","250-3264566-2011805","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","BRIAR HILL","VIC","3088","22.41","0","0","0","0","0","-2.91","-10.65","0","0","8.85"
"25 Nov 2025 6:29:20 am GMT+9","12187095163","Order","503-3691445-7814201","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","BALACLAVA","Victoria","3183","50.21","9.99","0","-9.99","0","0","-6.53","-14.34","0","0","29.34"
"25 Nov 2025 9:33:18 am GMT+9","12187095163","Order","503-5878426-4856660","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","2","amazon.com.au","Amazon","RIDDELLS CREEK","VIC","3431","35.98","0","0","0","0","0","-4.68","-23.56","0","0","7.74"
"25 Nov 2025 12:04:24 pm GMT+9","12187095163","Order","250-9418541-3135835","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","YAGOONA","NSW","2199","40.21","0","0","0","0","0","-5.23","-11.20","0","0","23.78"
"25 Nov 2025 6:05:04 pm GMT+9","12187095163","Order","249-3529852-0411026","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","MEDOWIE","NSW","2318","15.97","0","0","0","0","0","-2.08","-8.40","0","0","5.49"
"25 Nov 2025 11:17:04 pm GMT+9","12187095163","Order","249-7343568-4731814","CCF-CSH4-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray with Cooling Rack – 1 Quarter Sheet Oven Tray and 1 Wire Rack for Oven, Durable Bakeware for Baking, Cooking, Grilling,","1","amazon.com.au","Amazon","Goolwa","SA","5214","34.99","3.00","0","-3.00","0","0","0","-10.14","0","0","24.85"
"26 Nov 2025 12:59:48 am GMT+9","12187095163","Order","503-8740750-4257423","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","BAYSWATER","WA","6053","32.00","0","0","0","0","0","0","-10.65","0","0","21.35"
"26 Nov 2025 2:42:02 am GMT+9","12187095163","Order","503-2138234-9805435","6T-GX3J-KT8G","Meat Tenderiser Hammer – Heavy Duty Meat Mallet for Tenderizing Steak, Chicken, Beef & More – Double-Sided Tool with Comfortable Handle for Home K","1","amazon.com.au","Amazon","ALTONA NORTH","VIC","3025","14.99","1.60","0","-1.60","0","0","-1.95","-8.40","0","0","4.64"
"26 Nov 2025 4:41:51 am GMT+9","12187095163","Order","249-7029583-0108604","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","HOCKING","WA","6065","22.41","0","0","0","0","0","-2.91","-10.65","0","0","8.85"
"26 Nov 2025 7:02:47 am GMT+9","12187095163","Order","503-9574601-6095806","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","FLOREY","ACT","2615","40.21","0","0","0","0","0","-5.23","-11.20","0","0","23.78"
"26 Nov 2025 7:46:36 am GMT+9","12187095163","Order","249-1026903-5955851","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","LILYFIELD","NSW","2040","17.99","0","0","0","0","0","-2.34","-8.40","0","0","7.25"
"26 Nov 2025 9:57:33 am GMT+9","12187095163","Order","250-2773834-7611030","NLK-CSH-DcntGlsSet-Tmn","Whiskey Decanter Set – 750ml Crystal Decanter with 4 x 300ml Whiskey Glasses, Elegant Crystal Cocktail Glasses for Scotch,Bourbon,Whisky – Stylish","1","amazon.com.au","Amazon","GREEN POINT","NSW","2251","40.49","0","0","0","0","0","-5.26","-15.74","0","0","19.49"
"26 Nov 2025 11:23:34 am GMT+9","12187095163","Order","503-6674006-4534204","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","SOUTH WINDSOR","NSW","2756","15.97","0","0","0","0","0","-2.08","-8.40","0","0","5.49"
"27 Nov 2025 2:59:54 am GMT+9","12187095163","Order","503-5378978-9879846","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","DODGES FERRY","TAS","7173","9.99","0","0","0","0","0","0","-6.72","0","0","3.27"
"27 Nov 2025 6:14:59 am GMT+9","12187095163","Order","249-5001049-2574236","CCF-CSH-RlngPin","Stainless Steel Rolling Pin for Baking – Heavy-Duty Dough Rolling pin for Pizza, Cookies & Pastry | Non-Stick, Easy to Clean, Kitchen Essential","1","amazon.com.au","Amazon","CHRISTCHURCH","","80","14.52","3.49","0","-3.49","2.18","-2.18","-2.17","-8.40","0","0","3.95"
"27 Nov 2025 6:28:18 am GMT+9","12187095163","Order","250-9711058-0387021","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","TOOWOOMBA","QLD","4350","50.21","0","0","0","0","0","-6.53","-14.34","0","0","29.34"
"27 Nov 2025 7:31:57 am GMT+9","12187095163","Order","503-9925292-3038203","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","BENTLEY PARK","QLD","4869","31.96","2.50","0","-2.50","0","0","0","-10.14","0","0","21.82"
"27 Nov 2025 7:31:57 am GMT+9","12187095163","Order","503-9925292-3038203","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","BENTLEY PARK","QLD","4869","31.96","2.50","0","-2.50","0","0","0","-10.14","0","0","21.82"
"27 Nov 2025 8:28:57 am GMT+9","12187095163","Order","250-2401602-7835046","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","BUNDABERG","QLD","4670","32.00","0","0","0","0","0","-4.16","-10.65","0","0","17.19"
"27 Nov 2025 7:30:04 pm GMT+9","12196016243","Order","503-7304728-2848634","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","2","amazon.com.au","Amazon","SIPPY DOWNS","QLD","4556","35.98","0","0","0","0","0","-4.68","-16.81","0","0","14.49"
"27 Nov 2025 7:55:11 pm GMT+9","12196016243","Order","250-1753321-6085465","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","Lithgow","NSW","2790","22.41","2.99","0","-2.99","0","0","0","-10.65","0","0","11.76"
"27 Nov 2025 9:26:33 pm GMT+9","12196016243","Order","503-3021522-1257439","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","1","amazon.com.au","Amazon","SANDHURST","VIC","3977","18.99","0.66","0","-0.66","0","0","-2.47","-11.78","0","0","4.74"
"27 Nov 2025 11:01:32 pm GMT+9","12196016243","Order","503-9161337-3076622","CCF-CSH-BkRkHlf2-2pk","Cooling and Roasting Rack Set - 2 Pack Stainless Steel Cooling Racks for Cooking and Baking, 30 x 43cm Oven-Safe Baking Racks, Heavy-Duty Oven Rack fo","1","amazon.com.au","Amazon","LARA","VIC","3212","31.96","1.80","0","-1.80","0","0","-4.15","-10.14","0","0","17.67"
"27 Nov 2025 11:24:19 pm GMT+9","12196016243","Order","249-3229937-9959062","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","WESTON","ACT","2611","22.41","0","0","0","0","0","-2.91","-10.65","0","0","8.85"
"28 Nov 2025 4:19:20 am GMT+9","12196016243","Order","249-1664443-1548637","CCF-CSH-PrPzaCtr","Heavy Duty Pizza Cutter Rocker Blade with Cover – Premium Stainless Steel Pizza Slicer with Protective Sheath, Ergonomic Non-Slip Handle, Dishwasher","1","amazon.com.au","Amazon","BENNETT SPRINGS","WA","6063","17.99","0","0","0","0","0","-2.34","-8.40","0","0","7.25"
"28 Nov 2025 6:48:48 am GMT+9","12196016243","Order","250-9851861-9979058","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","KURRABA POINT","NSW","2089","9.99","0","0","0","0","0","-1.30","-6.72","0","0","1.97"
"28 Nov 2025 7:01:04 am GMT+9","12196016243","Order","503-8236358-1344628","NLK-CSH-Sklt-22","12"" Cast Iron Pan – Heavy-Duty cast Iron Skillet and Deep Frying Pans (2.5"" Deep) – Pre-Seasoned Nonstick Surface for Searing, Baking, Sautéing �","1","amazon.com.au","Amazon","CARLTON","NSW","2218","40.21","0","0","0","0","0","-5.23","-11.20","0","0","23.78"
"28 Nov 2025 1:03:26 pm GMT+9","12196016243","Transfer","","","To account ending with: 088","","","","","","","0","0","0","0","0","0","0","0","0","-1,254.46","-1,254.46"
"28 Nov 2025 2:33:45 pm GMT+9","12196016243","Order","249-4328809-6135022","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","Croydon North","Victoria","3136","22.41","0","0","0","0","0","-2.91","-10.65","0","0","8.85"
"29 Nov 2025 4:09:07 am GMT+9","12196016243","Order","249-8379056-1651064","N9-I4FJ-SD05","3-Tier Ceramic Cupcake Holder, Cake Stand Holder, Tiered DIY Cupcake Stand Tower for Dessert Table Displays, Birthday Theme Party Favors Decoration, F","4","amazon.com.au","Amazon","WINSTON HILLS","NSW","2153","71.96","0","0","0","0","0","-9.36","-47.12","0","0","15.48"
"29 Nov 2025 5:15:58 am GMT+9","12196016243","Order","249-1588134-5827053","CCF-CSH-DghScrpr2","Stainless Steel Dough Scraper with Cover – Versatile Kitchen Tool, Heavy-Duty Bench Scraper & Dough Cutter for Baking, Cooking, Pastry, and Bread Pr","1","amazon.com.au","Amazon","Wilston","Brisbane","4051","9.99","0","0","0","0","0","-1.30","-6.72","0","0","1.97"
"29 Nov 2025 12:53:21 pm GMT+9","12196016243","Order","503-8056051-8892611","CCF-CSH2-AlShtPnBkRk-HlfTwn","Stainless Steel Baking Tray and Rack Set – 2 Half Sheet Oven Trays with 2 Cooling Racks for Oven, Durable Bakeware for Baking, Cooking, Grilling, an","1","amazon.com.au","Amazon","CASTLE HILL","NSW","2154","50.21","0","0","0","0","0","-6.53","-14.34","0","0","29.34"
"29 Nov 2025 9:02:55 pm GMT+9","12196016243","Order","249-2099373-6891826","NLK-CSH-DcntGlsSet-Tmn","Whiskey Decanter Set – 750ml Crystal Decanter with 4 x 300ml Whiskey Glasses, Elegant Crystal Cocktail Glasses for Scotch,Bourbon,Whisky – Stylish","1","amazon.com.au","Amazon","KELLYVILLE RIDGE","NSW","2155","40.49","1.60","0","-1.60","0","0","-5.26","-15.74","0","0","19.49"
"30 Nov 2025 3:43:46 am GMT+9","12196016243","Order","250-3758271-6189423","CCF-CSH1-PzaCtr-L14","Pizza Cutter Rocker Blade 14"" - Sharp Stainless Steel Rocker Knife with Plastic Blade Sheath, Dishwasher Safe, Outdoor Pizza Oven Accessories (14 inch","1","amazon.com.au","Amazon","CONSTITUTION HILL","NSW","2145","17.99","0","0","0","0","0","-2.34","-8.40","0","0","7.25"
"30 Nov 2025 7:05:13 am GMT+9","12196016243","Order","249-1775106-2600644","CCF-CSH-PzaPel","Large Pizza Peel with Folding Handle – Durable Stainless Steel Pizza Paddle for Easy Transfer, Perfect Pizza Turning Peel for Outdoor Pizza Ovens an","1","amazon.com.au","Amazon","BRUNSWICK","VIC","3056","22.41","0","0","0","0","0","-2.91","-10.65","0","0","8.85"
"30 Nov 2025 11:21:26 am GMT+9","12196016243","Order","250-4436461-5164652","CCF-CSH-SlUtensl5pcs","5-Piece Silicone Kitchen Utensil Set – Premium BPA-Free Cooking Tools & Gadgets for Nonstick Cookware – Dishwasher Safe & Durable","1","amazon.com.au","Amazon","BUNYA","QLD","4055","19.99","0","0","0","0","0","-2.60","-10.65","0","0","6.74"
"30 Nov 2025 4:11:13 pm GMT+9","12196016243","Order","250-8534862-0957451","NLK-CSH-DcntGlsSet-Tmn","Whiskey Decanter Set – 750ml Crystal Decanter with 4 x 300ml Whiskey Glasses, Elegant Crystal Cocktail Glasses for Scotch,Bourbon,Whisky – Stylish","1","amazon.com.au","Amazon","WYNNUM","QLD","4178","40.49","0","0","0","0","0","-5.26","-15.74","0","0","19.49"
"30 Nov 2025 5:44:44 pm GMT+9","12196016243","Refund","250-6622355-0204667","CCF-CSH-PzaPel-Xl","Extra Large Pizza Peel with Folding Handle – Heavy-Duty Stainless Steel Pizza Paddle for Effortless Transfer, Perfect Pizza Turning Peel for Outdoor","1","amazon.com.au","Amazon","BRIAR HILL","VIC","3088","-32.00","0","0","0","0","0","1.67","0","0","0","-30.33"
"30 Nov 2025 9:35:03 pm GMT+9","12196016243","Order","503-0933878-6504613","CCF-CSH-PltcCtngBrd","Plastic Cutting Board – Reversible Chopping Board with Juice Groove, Flexible Cutting Mat Style, Dishwasher Safe, White/Black","1","amazon.com.au","Amazon","FERNTREE GULLY","VIC","3156","19.69","0","0","-19.69","0","0","0","-10.14","0","0","-10.14"
